phrase,source,verified,ragil,detected_number_words,parsed_numeric_sequence,parsed_numeric_value,corpus_role,world_theme,provenance,confidence,category
1335 1290 סוד מיכאל בספר דניאל - לפני -לפי אחת,excel_import,False,5330,אחת,,,unknown,,1335 1290 סוד מיכאל בספר דניאל - לפני - לפי אחת | source=excel_import,low,ambiguous
1335 1290 עד עת קץ סוד התגלותי - לפני - לפי אחד,excel_import,False,3630,אחד,,,unknown,,1335 1290 עד עת קץ סוד התגלותי - לפני - לפי אחד | source=excel_import,low,ambiguous
1335- מילוי ללא -לפי אחד,excel_import,False,1820,אחד,,,unknown,1820 (site core number) [gematria match],1335 - מילוי ללא - לפי אחד | source=excel_import,low,ambiguous
363 צומח בכי ליהוה המלוכה -מילוי- לפי שלוש,excel_import,False,3960,שלוש,,,unknown,,363 צומח בכי ליהוה המלוכה - מילוי - לפי שלוש | source=excel_import,low,ambiguous
396 גואל האחרון ב2015- לפי אחת,excel_import,False,3960,אחת,,,unknown,,396 גואל האחרון ב2015 - לפי אחת | source=excel_import,low,ambiguous
אבקר בהילכך ב22 12 - לפני - לפי אחת,excel_import,False,2212,אחת,,,unknown,,אבקר בהילכך ב22 12 - לפני - לפי אחת | source=excel_import,low,ambiguous
אלף שלש מאות שלשים וחמשה 1335 -לפי אחד,excel_import,False,3860,"אחד, אלף, חמשה, מאות, שלש, שלשים",,,unknown,,אלף שלש מאות שלשים וחמשה 1335 - לפי אחד | source=excel_import,low,ambiguous
באר שבע,excel_import,True,575,שבע,,,unknown,,566 - 2510 - 575 | source=excel_import,low,ambiguous
ביאת הגאל 1335 1290- גדול ואותיות -לפי אחד,excel_import,False,4340,אחד,,,unknown,,ביאת הגאל 1335 1290 - גדול ואותיות - לפי אחד | source=excel_import,low,ambiguous
ביאת המשיח 1335 1290- לפי אחד - אתבש,excel_import,False,2660,אחד,,,unknown,,ביאת המשיח 1335 1290 - לפי אחד - אתבש | source=excel_import,low,ambiguous
ביום ההוא יהיה יהוה אחד,excel_import,False,144,אחד,,,unknown,,מדבר רבה | source=excel_import,low,ambiguous
דרגת היחידה דרגת הנבואה 11111 - לפי אחת,excel_import,False,3370,אחת,,,unknown,,דרגת היחידה דרגת הנבואה 11111 - לפי אחת | source=excel_import,low,ambiguous
דרגת קודש 11111 -7170-מילוי רגיל -לפי אחת,excel_import,False,7170,אחת,,,unknown,,דרגת קודש 11111 - 7170 - מילוי רגיל - לפי אחת | source=excel_import,low,ambiguous
הוא יעלה לדרגת מלך המשיח 11111 - לפי אחת,excel_import,False,7170,אחת,,,unknown,,הוא יעלה לדרגת מלך המשיח 11111 - לפי אחת | source=excel_import,low,ambiguous
הכתרת יהוה למלך העולם ב2015- מיקום -לפי אחד,excel_import,False,396,אחד,,,unknown,,הכתרת יהוה למלך העולם ב2015 - מיקום - לפי אחד | source=excel_import,low,ambiguous
המלך 1335- גדול ואותיות -לפי אחד,excel_import,False,,אחד,,,unknown,,המלך 1335 - גדול ואותיות - לפי אחד | source=excel_import,low,ambiguous
המשיח 1335 1290-לפני -לפי אחת,excel_import,False,3630,אחת,,,unknown,,המשיח 1335 1290 - לפני - לפי אחת | source=excel_import,low,ambiguous
המשיח יעשה שלום עולמי ב2016- מיקום-לפי אחד,excel_import,False,396,אחד,,,unknown,,המשיח יעשה שלום עולמי ב2016 - מיקום - לפי אחד | source=excel_import,low,ambiguous
המשיח יקבל דרגת יחידה 11111 ב22 12 -לפי אחת -פי 5,excel_import,False,51400,אחת,,,unknown,,המשיח יקבל דרגת יחידה 11111 ב22 12 - לפי אחת - פי 5 | source=excel_import,low,ambiguous
השכינה הקדשה תשרה על צמח דוד ב22 12 - לפי אחד,excel_import,False,14000,אחד,,,unknown,,השכינה הקדשה תשרה על צמח דוד ב22 12 - לפי אחד | source=excel_import,low,ambiguous
השם אחד,excel_import,True,358,אחד,,,unknown,,מסתתר= 566 | source=excel_import | vip_source=OPOC1 OPOC1,low,ambiguous
התגלות אליהו הנביא פלאית ב22 12 - לפי אחד,excel_import,False,3245,אחד,,,unknown,,התגלות אליהו הנביא פלאית ב22 12 - לפי אחד | source=excel_import,low,ambiguous
התגלות פלאית ב22 12 - לפי אחד,excel_import,False,3630,אחד,,,unknown,,התגלות פלאית ב22 12 - לפי אחד | source=excel_import,low,ambiguous
התגלות צמח דוד ב22 12 - מסתתר לפי אחת,excel_import,False,3580,אחת,,,unknown,,התגלות צמח דוד ב22 12 - מסתתר לפי אחת | source=excel_import,low,ambiguous
יהוה אחד בימינו,excel_import,True,157,אחד,,,unknown,,רגיל ריבוע משולש | source=excel_import,low,ambiguous
יהוה אחד שמונה שתים אפס,excel_import,False,1331,"אחד, שמונה, שתים, אפס","[1,8,2,0]",1820,unknown,1820 (site core number) [spelled-value match],(none) | source=excel_import,medium,mixed_numeric_phrase
יהוה יערוך נר למשיח ב2015- לפני לפי אחת,excel_import,False,1820,אחת,,,unknown,1820 (site core number) [gematria match],יהוה יערוך נר למשיח ב2015 - לפני לפי אחת | source=excel_import,low,ambiguous
יהוה יצמיח קרן לדוד ב2015 - לפי אחת - אחרי,excel_import,False,3960,אחת,,,unknown,,יהוה יצמיח קרן לדוד ב2015 - לפי אחת - אחרי | source=excel_import,low,ambiguous
יהוה שמו אחד,excel_import,True,385,אחד,,,unknown,,(none) | source=excel_import,low,ambiguous
יש אלהים אחד,excel_import,True,409,אחד,,,unknown,,(none) | source=excel_import,low,ambiguous
לא יקבלו אותי כמשיח ב2015-לפי אחד,excel_import,False,3960,אחד,,,unknown,,לא יקבלו אותי כמשיח ב2015 - לפי אחד | source=excel_import,low,ambiguous
לי דרגת 11111 - משולש -לפי אחד,excel_import,False,2701,אחד,,,unknown,,לי דרגת 11111 - משולש - לפי אחד | source=excel_import,low,ambiguous
לי הדרגת 11111 - לפי אחד,excel_import,False,717,אחד,,,unknown,,לי הדרגת 11111 - לפי אחד | source=excel_import,low,ambiguous
מי צמח דוד ב781 -רגיל ומשולש לפי אחת,excel_import,False,3960,אחת,,,unknown,,מי צמח דוד ב781 - רגיל ומשולש לפי אחת | source=excel_import,low,ambiguous
מלך המשיח 11111- אחרי -לפי אחת,excel_import,False,5660,אחת,,,unknown,,מלך המשיח 11111 - אחרי - לפי אחת | source=excel_import,low,ambiguous
משיח 337 533 396 מסתתר לפי שלש,excel_import,False,4240,שלש,,,unknown,,משיח 337 533 396 מסתתר לפי שלש | source=excel_import,low,ambiguous
משיח יהוה יקבל דרגת יחידה 11111-לפי אחת,excel_import,False,2448,אחת,,,unknown,,משיח יהוה יקבל דרגת יחידה 11111 - לפי אחת | source=excel_import,low,ambiguous
מתי אתגלה ב22 12 -רת-לפי אחת,excel_import,False,644,אחת,,,unknown,,מתי אתגלה ב22 12 - רת - לפי אחת | source=excel_import,low,ambiguous
נשמת מלך המשיח תנוח עלי ב22 12 - אחרי -לפי אחד,excel_import,False,7760,אחד,,,unknown,,נשמת מלך המשיח תנוח עלי ב22 12 - אחרי - לפי אחד | source=excel_import,low,ambiguous
נשמתי תעלה 11111- סת - לפי אחד,excel_import,False,2015,אחד,,,unknown,,נשמתי תעלה 11111 - סת - לפי אחד | source=excel_import,low,ambiguous
סוד דניאל הנביא 1335- סת - לפי אחת,excel_import,False,1335,אחת,,,unknown,,סוד דניאל הנביא 1335 - סת - לפי אחת | source=excel_import,low,ambiguous
סוד המשיח 1820 - מסתתר גדול -לפי אחת,excel_import,False,1820,אחת,,,unknown,1820 (site core number) [gematria match],סוד המשיח 1820 - מסתתר גדול - לפי אחת | source=excel_import,low,ambiguous
סוד יהוה המספר 1335 בספר דניאל - לפי אחת,excel_import,False,2015,אחת,,,unknown,,סוד יהוה המספר 1335 בספר דניאל - לפי אחת | source=excel_import,low,ambiguous
סוד מלאך דניאל 1335 1290- לפני -לפי אחת,excel_import,False,3960,אחת,,,unknown,,סוד מלאך דניאל 1335 1290 - לפני - לפי אחת | source=excel_import,low,ambiguous
סודך 1290 ו1335-אתבש לפי אחד,excel_import,False,2015,אחד,,,unknown,,סודך 1290 ו1335 - אתבש לפי אחד | source=excel_import,low,ambiguous
עד עת קץ 1335-גדול ומלים-לפי אחת,excel_import,False,3580,אחת,,,unknown,,עד עת קץ 1335 - גדול ומלים - לפי אחת | source=excel_import,low,ambiguous
צמח דוד ב1335-אתבש -לפי אחד,excel_import,False,1335,אחד,,,unknown,,צמח דוד ב1335 - אתבש - לפי אחד | source=excel_import,low,ambiguous
צמח דוד יקבל דרגת יחידה 11111 ב22 12 -לפי אחת -פי 5,excel_import,False,3630,אחת,,,unknown,,צמח דוד יקבל דרגת יחידה 11111 ב22 12 - לפי אחת - פי 5 | source=excel_import,low,ambiguous
רצון יהוה את 396 - מסתתר -לפי שלוש,excel_import,False,2212,שלוש,,,unknown,,רצון יהוה את 396 - מסתתר - לפי שלוש | source=excel_import,low,ambiguous
שאול המלך משלש,excel_import,True,1102,שלש,,,unknown,,פי 5 - רגיל 2160 | source=excel_import,low,ambiguous
שישים ריבו,excel_import,True,878,שישים,,,unknown,,(none) | source=excel_import,low,ambiguous
שמע ישראל י ה ו ה אלוהינו י ה ו ה אחד + כולל,excel_import,False,1210,אחד,,,unknown,,(none) | source=excel_import,low,ambiguous
אדר שני,promoted:raw_docx_v2,True,565,שני,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
אלף זעירא,promoted:raw_docx_v2,True,399,אלף,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
אלף עד תיו במילוי,promoted:raw_docx_v2,True,699,אלף,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
אלף עד תיו במילוי גדול,promoted:raw_docx_v2,True,742,אלף,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
בית המקדש השני,promoted:raw_docx_v2,True,1226,שני,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
בית שני,promoted:raw_docx_v2,True,772,שני,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
ושתי,promoted:raw_docx_v2,True,716,שתי,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
חוט שני,promoted:raw_docx_v2,True,383,שני,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
חורבן בית המקדש השני,promoted:raw_docx_v2,True,1492,שני,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
יום טוב שני של גליות,promoted:raw_docx_v2,True,1212,שני,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
יום שני,promoted:raw_docx_v2,True,416,שני,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
כלי שני,promoted:raw_docx_v2,True,420,שני,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
מעשר,promoted:raw_docx_v2,True,610,עשר,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
מעשר בהמה,promoted:raw_docx_v2,True,662,עשר,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
מעשר ירק,promoted:raw_docx_v2,True,920,עשר,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
מעשר כספים,promoted:raw_docx_v2,True,820,עשר,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
מעשר ראשון,promoted:raw_docx_v2,True,1167,עשר,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
מעשר שני,promoted:raw_docx_v2,True,970,"עשר, שני",,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
משלש,promoted:raw_docx_v2,True,670,שלש,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
משלש ברמודה,promoted:raw_docx_v2,True,927,שלש,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
פדיון מעשר שני,promoted:raw_docx_v2,True,1120,"עשר, שני",,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
פסח שני,promoted:raw_docx_v2,True,508,שני,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
שיש,promoted:raw_docx_v2,True,610,שיש,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
שני וחמישי,promoted:raw_docx_v2,True,734,שני,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
שני לטומאה,promoted:raw_docx_v2,True,451,שני,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
שנים,promoted:raw_docx_v2,True,400,שנים,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
תולעת השני,promoted:raw_docx_v2,True,1271,שני,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
תולעת שני,promoted:raw_docx_v2,True,1266,שני,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
תרומת מעשר,promoted:raw_docx_v2,True,1656,עשר,,,unknown,,(none) | source=promoted:raw_docx_v2,low,ambiguous
יהוה אחד,זכריה יד:ט — ביום ההוא יהיה יהוה אחד ושמו אחד,True,39,אחד,,,unknown,,(none) | source=זכריה יד:ט — ביום ההוא יהיה יהוה אחד ושמו אחד,low,ambiguous
