# RESIDUAL LEGACY POST CORPUS — PER-POST CLOSE-READ LEDGER (PARTIAL — WORK STOPPED BY ZURIEL)
#
# READ-ONLY. Denominator = 944. This file records ONLY posts actually close-read.
# Batch-1 close-read (24, findings in 60_FINDINGS.md): 1794 1074 250 1375 1348 1313 1420 977 298 123 133 44 8 1295 35 28 102 182 1322 197 86 68 1302 1301
# Batch-2 close-read recorded here: 209
# TOTAL CLOSE-READ = 233 / 944.  NOT COMPLETE.
#
# post_id	wp_id	date	text_len	score	depth	notes
1572	13674	2018-06-07	1145	37	FULL 454/1134	סוד החשמל. ELS at skip 4: «עפיפונים» in the Samson verses (שופטים טו) where he burns Philistine fields with foxes' tails — analogy tail↔kite-string. שמשון בן צללפונית=1444; צללפונית עם הכולל=57; 778=תשע"ח.
1581	13420	2018-05-10	847	19	FULL 284/840	«עדכונים מאת: דונלד טראמפ» (a foreign leader's statements treated as a source-feed). «וישבתם בטח»=תשע"ח; 73 recurring (73rd VE-day anniversary; Trump citing 73).
1596	13176	2018-02-28	1327	30	FULL 424/1309	סוד החשמל. «רבי אהרון יודא ליב שטיינמן» = תשע"ח (his full name valued to the year of the 70-year completion); his book «איילת השחר» tied to זוהר משפטים קיט: (the 70 cries of the hind). Person-name-as-year procedure; הגר"ש אוירבך = נצח.
1650	11972	2017-09-19	57342	185	DENSE 5200/57342	סוד החשמל, tags 5778/משיח/תשע"ח. Year-cipher essay for תשע"ח=778. Site claim: קבר דוד המלך at 778m elevation. Method labels: ר"ת, ס"ת, גימטריא, במילוי. Chain: תשע"ח ר"ת «תהא שנת בעתה אחישנה» / «תהא שנת חיי עולם» (attributed הרה"ג ר' אברהם מייזלעס שליט"א); ב' פעמים פשט = תשע"ח; «יעמד מיכאל השר הגדול» (דניאל יב,א) = תשע"ח; ס"ת of a Song-of-Songs passage = תשע"ח; 888 = «קץ שם לחשך» (איוב כח,ג); סדור הרש"ש: הוד שבהוד שבהוד. NAMED CONTRIBUTORS: הרה"ג ר' ציון דוד סיבוני שליט"א, הג"ר בניהו שמואלי שליט"א, הרה"ג ר' אברהם מייזלעס שליט"א. Sources: שפת אמת וארא תרל"ז, רמב"ן/רשב"א/ריטב"א/ר"ן.
1654	10632	2017-03-15	273	12	FULL 273/273	Mobileye-Intel sale on Shushan Purim. Contributors «מאת עמיחי, ר.מ, וי"ו». מובילאיי=109=דוד המלך; 2016 revenue $358M = משיח; הר החוצבים=366=«המשיח בא». Corporate-finance figures as cipher input.
1655	10614	2017-03-14	342	11	FULL 273/342	⭐ HISTORICAL METHOD PROVENANCE: הרב חיים מיכאל דב וייסמנדל זצ"ל, ספר «תורת חמ"ד», findings from ~68 years earlier, and the classical term **מד"ש = מילה בדילוג שווה** — the original Hebrew name for Equidistant Letter Sequence. This dates and names the ELS method's modern origin inside the corpus. Method-doctrine ledger item.
1665	10438	2017-02-09	383	24	FULL 353/382	Jerusalem fast train at the 70-year mark. מסתתר(רכבת)=596=ירושלים(רגיל); הר הבית=622 and מסתתר(הר הבית)=596 — the source treats the CROSS-METHOD equality (mistater of one = ragil of another) as the finding, which is exactly the v3 §14 cross-method anchor pattern, practised natively.
1704	8896	2016-03-07	292	13	FULL 198/291	City-of-David seal find. «ביאת המשיח»=776 AND מסתתר=776 — and the source EXPLAINS the method inline: «ההפרש בין אות לאות נותן שוב את השנה» — a plain-language definition of מסתתר as adjacent-letter difference, matching the canonical misratar_multi rule. ר"ת+ס"ת=424.
1718	8424	2016-01-21	1082	28	FULL 424/1078	סוד החשמל/פורים. «משיח י-הוה»=384 with cross-links to 1537; בעתה=477; «נירון» (from the midrash «כשיפול נירון מזרחי שבדמשק») read as כוכב נבירו AND as רוסים/סורים; «מגילת אסתר» as the concealment/revelation paradigm («א'סתר» hidden, «מגילת» revealing, only למפרע).
1720	8469	2016-01-12	419	11	FULL 274/418	אליהו=52; דיבור=222=קול א-להים; «מעבר מ-5 (תדר הגאולה) ל-2 (דיבור)» — the תדר (frequency) doctrine again. «י-הוה אחד»=39, באתב"ש=860=א-להים(86)x10 — cross-method + decimal scaling.
1762	1830	2014-07-02	471	13	FULL 274/470	«מאת: שמע ישראל» (a handle). «שמע ישראל יהוה אלוהינו יהוה אחד»=1124+כולל=«חקת התורה»=«יגל יעקב ישמח ישראל». tag «רמז מהאלוקים בפה האויב».
1770	1546	2014-05-05	417	15	FULL 284/416	2014, earliest-dated post in this band. «דוד הנחלאווי»=130=עין. Quotes הגר"א on «כל גיא ינשא»: «הגימטריה המזולזלת כיום, לעתיד לבוא תתנשא» — the corpus's charter verse again. Photo-number-in-the-world genre (proto reality-stream).
2600	36935	2026-06-08	1990	51	FULL 724/1911	⭐ 2026 post in the MODERN AI-ERA FORMAT inside the residual corpus: «🔵 עדכון · 29.6 · מאומת על ידי AI» + the canonical «🔢 גימטריה — עובדה מאומתת במנוע» box + «הגימטריה עובדה; הפרשנות רמז משלים». ENGINE-VERIFIED HERE: «ההסכם שלשים לשישי יכשל» = 1820 ragil — CONFIRMED by fn_ragil. PREDICTION-PROVENANCE CLAIM: «הגימטריה הזו נשלחה אלינו כבר לפני שנה-שנתיים — וכבר אז צוין בה במפורש 'הסכמים ב-30.6'» — an explicit prior-prediction claim with a later confirming news citation (ynet, ליאור בן ארי, י"ד בתמוז התשפ"ו). This is the cleanest historical-prediction-vs-later-update unit in the corpus and it is engine-sound.
