# סוד החשמל — full lesson index extracted from post id=1794 (wp_id=503, 2013-11-26)
# READ-ONLY extraction. Each row = one source unit (audio lesson) with its one-line topic.
# parsed=1202 distinct=1200 range=2-1279 numbering_gaps=78
# lesson_no	topic
553	נפילת המטבע בתורכיה וצפייה לגאולה בחודש אלול ורמז מדוע שמואל שקול כמשה ואהרן
552	בענין דלתות ההיכל שתים שהן ארבע ויציאות השבת שתים שהן ארבע והקשר למשיח בן דוד
551	בענין חוק הגיוס ובענין הקשר בין גרון ויסוד החיבור של ראובן ויוסף והקשר לגאולה ולשנת תשע”ח
550	המפולת הכלכלית באיראן ודרשה בברית לנכדי ישראל פיש ני”ו בענין הפסוק “אשרי תבחר ותקרב וגו”
549	רמזים על המספר 777 שקשור עם קץ הגאולה, כיון שלפי חז”ל שנת תשע”ח שלנו היא תשע”ז
548	קץ בתאריכים י”ח וי”ט אב תשע”ח, והקשר של הציונים עם בן אבטיח שמוזכר בחז”ל ומדוע יש מגפה באבטיחים
547	שיעור לליל תשעה באב תשע”ח בענין “טבעו בארץ שעריה”
546	הגאון המקובל רבי שריה דבליצקי זצ”ל בסוד משיח משבט דן שמוזכר בזהר, וסוד חיבור דוד ושלמה בגאולה
545	שיעור בקבר דוד המלך על ד’ פעמים נס שמוזכר בתורה, וסוד פרשיות פתוחות וסתומות במנין השבטים
544	על מלחמת הסחר שטראמפ מנהל נגד האומות, והקשר של בר הדיא פותר חלומות לשנת תשע”ח והגאולה
543	חילוץ הנערים בתאילנד וסוד נבואת יחזקאל על נח דניאל ואיוב – להורדת עלון פרשת מטות מסעי תשע”ח
542	המשך השיעור הקודם וההתגרות מסביב למיצרי הורמוז
541	מדוע חמורו של משיח נולד מהאתון של בלעם, ומדוע אנו מצפים בעיקר לרגלי משיח ולחמורו של משיח
540	המשך סוד האלכסון והרמזים על מספר 40 בקו הרוחב 40 בגלובוס וענין סיחון ועוג
539	המשך ענין גזירת החינוך באנגליה והמשך סוד האלכסון
538	על גזירת החינוך באנגליה והקשר בין נסכים לתפילין
537	בענין חוק הגיוס ובענין תרומה ומעשר והוספות על השיעור הקודם
536	סוד האלכסון ובקיעת המ’ סתומה שתהיה בזמן הגאולה עם רמזים על שנת תשע”ח
535	על מעלת הסוד ששקול כשנה לימוד פשט ועוד רמזים על קץ 1335 והסוד של 3 מול 7 ספירות הראש והגוף
534	על פסגת סינגפור וגזירת החינוך באנגליה ועוד רמזים על שנת תשע”ח
533	המשך ענין העפיפונים
532	טרור העפיפונים בעזה נרמז בפסוקים ששמשון שרף את שדות הפלישתים והקשר של פרשיות וישלח בשלח שלח
531	המשך השיעור הקודם וענין התורה שהיא יותר מכהן גדול שנכנס לפני ולפנים
530	פטירתו של מורי חמי הגה”צ ר’ אברהם משה הלוי גרוסמן זצ”ל ורמז בפרשת בהעלותך על הקץ בתשע”ח
529	הקשר של אליהו הנביא עם קליפת פרס, ועוד בענין הערב רב ותיקון הניצוץ של יש”ו לפני הגאולה
528	קץ הערב של הזוהר על שנת תשע”ב יכול להתפרש על שנת תשע”ח, ושם סוף מלכות הערב רב
527	מדוע לא מזכירים את קרבן שתי הלחם בתפילות חג השבועות ובקריאת התורה
526	רמזים על חג השבועות תשע”ח ונבואת החשמל שקשורים לקץ 1335 שבסוף דניאל
525	מדוע התורה עושה עסק מיציאת מצרים יותר מיום מתן תורה, והסוד של בני רומי ובני סוריא
524	רמזים על הקשר בין חג השבועות לשנת תשע”ח, ומבצע שחמט בצבון, ועל הסוד של בשגם הוא בשר
523	רמזים על הפסוק “וישבתם לבטח” ועוד בענין קץ בעתה בסוד המקוה שנוסף לו ח”י שנים
522	רמזים על ביטול הסכם הגרעין והקשר של מצות חלה למצות העומר והמן והמצות כשנכנסו לא”י
521	שיעור לל”ג בעומר תשע”ח, והקשר של בועז ורות לימי העומר ומ”ח קנינים שהתורה נקנית בהם
520	שיעור על חשיבות לימוד הסוד ומאיזה גיל להתחיל ללמוד
519	הסוד של יום נצח שבנצח שקשור עם הנקודה האמצעית של ספירת העומר והקשר של מזמור המנורה לימים אלו
518	סוד הגימטריא של כל תאריכי ספירת העומר והקשר לתיקון חטא העגל בימי העומר ובפרט בל”ג בעומר
517	שם ה’ שמאיר בנשמות ישראל וגם בגוף של ישראל והסוד של ג’ ברכות אשר יצר
516	על עניני צפיה לישועה, ועל הקץ שסתום בלב
515	קושיות בעניני ספירת העומר והקשר למן שירד במידת עומר ותליית המן ביום הקרבת העומר שיעור 516סודות המספר 515 והקשר לערי מקלט ולמקום הקיני קניזי וקדמוני
514	הסוד של מספר ארבע בליל הסדר וסוד החצי שהתגלה בבקיעת הים
513	הסוד של דיבור בגימטריא 222 והקשר לשביעי של פסח ושנת תשע”ח
512	הקשר בין נפילת רוסיה ומזרח אירופה, עם נפילת ישמעאל ובחירת טראמפ לגאולה שבאה בהסח הדעת
511	מכירת הבכורה ולקיחת הברכה בערב פסח מרמזים על ערב פסח תשע”ח, ועניני דם פסח ודם מילה שיעור חזק
510	צפייה לגאולה בערב פסח תשע”ח
509	פטירת האדמו”ר מויזניץ מונסי זצ”ל והמשך ענין המעיל
508	הכח של המעיל להכניע את הס”מ והסוד של שלשה שותפין באדם שקיים גם במעשה הצדקה
507	הקשר בין חוק טל בשנת תש”ס להחלטת בג”ץ לגייס את בני הישיבות בשנת תשע”ח קשורה לדחיית הגאולה
506	להבין את שתי השיטות שאין בן דוד בא עד שיבקשו אותו, או שאין בן דוד בא רק בהסח הדעת שלא יבקשו
505	מהלך חדש להבין את עומק מגילת אסתר
504	טענת המן שה”י פה”י מרמזת על אבן הישפה, והקשר בין ז’ אדר לי”ג באדר אותיות אביגדר
503	שיעור לפורים תשע”ח מדוע היה תחפושת לארון הברית בקדש הקדשים
502	בענין פרק כ’ בתהילים ובענין עד דלא ידע בין ארור המן לברוך מרדכי
501	פטירת מרן רבי שמואל אוירבך זצ”ל בערב פורים תשע”ח
500	מרדכי היהודי חי לפחות 400 שנה והיה בזמן נס חנוכה ועוד 80 שנה אחרי זה היה מגדולי ישראל
499	שיעור חודש אדר בקבר דוד המלך בענין הקשר בין חילוף אותיות א”ל ב”ם והארת פורים
498	הקשר בין הארת פורים להארת התפילין ולגן עדן ולמעלה מן השבת
497	הסוד של ברית שמתהפך לרבית ועניני צדקה
496	רמזים על שנת תשע”ח וסוד המספר 1836 והקשר לשאר כסות ועונה
493	רמזים על שנת תשע”ח וסוד המספר 1836 והקשר לשאר כסות ועונה
493	המשך הרמזים על גילוי שם הוי”ה בשנת תשע”ח, ומדוע אין נגאלין אלא מתוך הקץ
492	שיעור חודש שבט בקבר דוד המלך על שנת תשע”ח כשנת קץ בעתה – לוידיאו לחץ כאן
491	מדוע ים סוף בגימטריא גן עדן, והקשר בין פרשת המן ומצות העומר לפאות הנכריות
490	על תחזיות נוסטרדמוס לשנת 2018 ובענין עני המהפך בחררה שמרמז על הקץ האחרון ועל שנת תשע”ח
489	השידוך של משה וציפורה יחזור בגאולה העתידה וההוריקן שהיה במכת ארבה ויצר את מכת חושך
488	התאריך היחיד בבריאה שמגלה שם הוי”ה בתוך התאריך ועוד על תמוז תשע”ח בסוד השלמת קץ בעתה
487	הקשר בין חילוף אי”ק בכ”ר לשנת תשע”ח וסוד אורו של משיח
486	על הרכבת חדשה לירושלים והקשר של רבי אלעזר בן עזריה וחוני המעגל ל70 שנים של חבלי משיח
485	הסוד של ו’ יהיה ג’ שבט שלג גדול יהיה וקור והקשר לגאולה
484	הסוד של פיתום ורעמסס בבחינת פה ומסס והקשר שלהם לגלות וגאולת מצרים
483	הקשר בין שנת 2018 למנינם לשנת 2018 לבריאת העולם שאז היה ברית בין הבתרים
482	מדוע תרגום התורה ליונית היה כמו חטא העגל, ועוד בענין תורת הרמז והגיחון
481	שיעור חודש טבת תשע”ח בקבר דוד המלך בענין הגיחון וניסוך המים ותורת הרמז
480	רמזים בענין הסביבון והקשר לראובן ומכירת יוסף וירידת בנימין למצרים
479	הכרזת טראמפ על ירושלים ושחרור האסיר הרב רובשקין הי”ו
478	החשיבות של קו סוד החשמל ותורת הרמז שיעור לזאת חנוכה תשע”ח
477	הקשר בין פרשת אמנון ותמר לפרשת אונן ותמר והקשר של שניהם לחנוכה
476	מעלת הפעילות של קו סוד החשמל וסוד התפילות על הגאולה בכל הדורות
475	מה ענין הכתף של ה’ שישבנו עליו ביציאת מצרים, והקשר לראובן שהתחרט על מה שלא לקח את יוסף על כתפו
474	פטירת הגראי”ל שטיינמן זצ”ל ביום כ”ד כסליו תשע”ח מסמלת את סיום הע’ שנים של חבלי משיח
473	המשך השיעור על הכרזת טראמפ על ירושלים והקשר של עבר הוה עתיד עם חנוכה ושנת תשע”ח ועוד
472	הכרזת טראמפ על ירושלים ורמזים על חנוכה תשע”ח
471	הקשר בין הקץ של שנת תשל”ו עם שנת תשע”ח, ובפרט עם חנוכה וחודש אייר
470	רמזים על שנת תשע”ח והשוואות בגימטראות של פסוקי התורה
469	בענין שלשה באים בהיסח הדעת משיח מציאה ועקרב והמשך השיעור הקודם
468	סוד הזיווג של יצחק ורבקה בבחינת חיבור מזבח הפנימי ומזבח החיצון והכנעת עמלק בבחינת קטרת
467	שיעור חודש כסליו תשע”ח בקבר דוד המלך בענין תאריכי גאולה בתשע”ח ונבואת יחזקאל לאכול את המגילה
466	השאלה היחידה שאנו שואלים מה’, והשאלה היחידה שהוא שואל מעם ישראל והקשר לקץ הגאולה
465	עד מתי אפשר לדחות את הקץ של בעיתה רמזים חדשים על שנת תשע”ח כשנת קץ
464	הקשר בין הקץ של החסד לאברהם בשנת תש”ס לענין חשש עבודה זרה בפאות נכריות ועוד רמזים בענין הפאה
463	הקשר בין בני קטורה לצפון קוריאה, וליוחני וממרא ראשי הערב רב ועוד רמזים בענין הפאה
462	המשך הענין של פאה הנוכרית והקשר לחטא אדם הראשון ולפסוק אביך האמורי ואמך חיתית
461	בענין הפירצה של תקרובת עבודה זרה בפאה הנוכרית
460	הקשר בין אור כשדים לעמק השדים והולדת שרש דוד ומשיח מסדום
459	בענין המחלוקות ביהדות החרדית
458	המשך השיעורים הקודמים ורמזים שמקשרים את צפון קוריאה עם חטא אדם וחוה
457	שיעור חודש חשון בקבר דוד המלך המשך השיעורים הקודמים בענין אדם וחוה
456	המשך השיעור הקודם ורמזים על תשע”ח בפרשת נח
455	חוה חטאה בעץ הדעת כי רצתה להיות אמא להוליד ילדים, ומתי נולדו קין והבל
454	צפייה לגאולה בחודש חשון תשע”ח והקשר של חג הסוכות עם חיבור קיץ וחורף ואם ירידת גשמים
453	בענין גזרת הגיוס שמולידה משיח והקשר בין שמיני עצרת לדוד המלך
452	סוד חבטת הערבה ומדוע שומרים עלה לסגולה לשמירה
451	רמזים על בית המקדש השלישי בשנת תשע”ח והקשר למצות סוכה
450	הסוד של המספרים 123 והקשר לגאולה
449	רמזים על יום הכיפורים תשע”ח שחל בשבת ומסוגל לגאולה
448	ערב יום כיפור תשע”ח על העצרת בקבר דוד לבקשת הגאולה ורמזים על עניני שופר, דינא קשיא ורפיא
447	מאה קולות של שופר יש בהם את סוד פעיות היולדת 99 למות ואחת לחיים, והקשר ללידת משיח
446	שיעור ערב ראש השנה רמזים על שנת תשע”ח ועל הקשר של ראש השנה עם הקץ
445	המשך השיעור הקודם
444	“עת צרה היא ליעקב” בהחלטת בג”ץ בכ”ב אלול תשע”ז לגייס את בני הישיבות ה”י
443	רמזים על סופת הוריקן אירמה שהכתה בארה”ב
442	עוד רמזים על סופות אירמה והמסר ליהודי ארה”ב
441	רמזים על סופת ההוריקן אירמה ועוד
440	ארה”ב נהפך למקום המסוכן בעולם מסופות הוריקן ופצצות אטום
439	רמזים על סוף שנת תשע”ז כזמן של גאולת בעיתה ובקיעת הים על ידי הקולמוס של משיח
438	המשך עוף הבארקל ורמזים על י”ח אלול תשע”ז כתאריך של קץ
437	המשך עוף הבארקל והמשך שבואל בן גרשם ושבנא הסוכן והטענה על חזקיהו בהדי כבשא דרחמנא למה לך
436	הקשר בין מחלוקת הפוסקים על כשרות עוף הבארקל למלחמת גוג ומגוג, והקשר למגפת אתרוגי הקלאברא
435	המתיחות בן צפון קוריאה לארה”ב וענין שלא עשני אשה
434	עתניאל בן קנז וקליפת התניא
433	קריסת הגשר ברמת אלחנן והמשך ענין שבואל בן גרשום
432	הפחד ממלחמה גרעינית בין אמריקה לצפון קוריאה והאם כולם יזכו לגאולה
431	השתלשלות האקוריום החדש בירושלים והמשך ענין שבואל בן גרשום והקץ של 1775
430	המשך ענין הקץ של כ”ה אלול תשע”ז וענין אחי ורעי
429	סוד הגאולה מתגלה בארץ שנותנת פירות בסוד נעוץ תחילתן בסופן
428	המשך ענין הקץ של י”ט אב תשע”ז
427	שיעור חודש אב תשע”ז בקבר דוד המלך בענין טשאלנט ורמזים על יום הולדת
426	הקץ של 1775 עשה ווים לעמודים טמון בתוכו קץ לי”ט אב תשע”ז
425	המשך על הר הבית והקשר של ממלכת ירדן לחיבור עשו וישמעאל ולפסוק ועלו מושיעים בהר ציון
424	המשך על הר הבית ומדוע הגאולה תלויה באותיות לפני ואחרי שם הוי”ה ובתיקון המלכות שבהר ציון
423	המהומות בהר הבית בבין המצרים ורמזים על מדינת ישראל במתים שהחייה יחזקאל הנביא
422	סוד בר מצוה ומצות תפילין
421	על הקשר בין טראמפ לפוטין והמשך ענין האותיות והמספרים
420	הילולת האור החיים הקדוש וסוד חיבור האותיות והמספרים שמסמל את היחוד העליון שיעור חזק
419	מדוע דוד המלך חוזר על הפסוק הוחילי לאלהים ג’ פעמים והמשך השיעור הקודם
418	רמזים על השנים תשע”ז תשע”ח כשנים של קץ
417	מהות מדת הבטחון ענינה שמירה
416	רמזים על י”ז בתמוז תשע”ז כתאריך של קץ
415	מה שקורה בסוריא זה התחלת מלחמת גוג והקשר בין ציצית לעינים
414	הסוד של וגר זאב עם כבש שבו תלויה המתקת הגאולה
413	רמזים על מלחמת עולם שלישית ועניני קרח וקין
412	סוד התאריך של האחישנה בתוך הבעתה וסוד משה שנקרא בשגם הוא בשר
411	שריפת המגדל בלונדון והמשך ענין קטאר והקשר בין הלכות מוקצה בשבת לקץ
410	צרת המחלוקות ביהדות החרדית וצרת האינטרנט
409	ההתגרות סביב מדינת קטאר קשורה למדרש שמלך פרס מתגרה במלך ערבי
408	הקשר בין נעשה ונשמע לגאולה, והקשר בין מלכי האמורי לספירת העומר
407	רמזים בפרשת נשא על הגאולה העתידה
406	ביאור בכונות עליית העולמות בכניסת השבת
405	הפסוק שמכוון כנגד שנת ה’תשע”ז ועוד ביאורים בפסוקים כנגד השנים
404	המשמעות של ביקור טראמפ בארץ והקשר בין רוח אפינו משיח ה’ לשרש נשמת משיח מיסוד המלכות
403	דרשא ביום יסוד שביסוד תשע”ז בקבר דוד המלך בענין השתלשלות בקו המשווה שעובר את ירושלים
402	ביקור טראמפ קשור ל100 שנה להצהרת בלפור
401	מדוע השתלשל בעולם שגלגלים משמשים כרגליים והקשר לל”ג בעומר
400	מדוע הקב”ה אומר לצדיקי כל הדורות שלא חיכו למלכותו
359	השתלשלות פתיחת מנהרות הקסטל ביום הכתרת טראמפ לנשיא ארה”ב והמשך השיעור של פילגש בגבעה
358	מדוע הרמב”ם פוסק שסדר אירועי הגאולה לא נדע איך שיהיה עד שיהיה
357	הקשר בין פרשת פילגש בגבעה לגאולה
356	רמזים בפרשת ויחי
355	מדוע רשב”י חולק על צום עשרה בטבת
354	עשרה בטבת תשע”ז
353	סוד הריח והמספר 218 שקשור לביטול ההסתר פנים
352	עוד על הימים האחרונים של אובמה שיעור חודש טבת בקבר דוד המלך
351	רמז על שנת תשע”ז בהפטרה של שבת חנוכה
350	החשש מאובמה בחודש האחרון והקשר בין שמינית שבשמינית גאוה לחנוכה
349	המשך השיעור הקודם
348	בחנוכה צריך לעסוק בתורת הרמז לחבר פרד”ס התורה
346	על החלטת האו”ם בערב חנוכה נגד ישראל ומדוע מכונים בחנוכה תיקוני דיקנא מאמא למלכות
345	הקשר בין עירא היאירי לחנוכה
344	הסתכלות על כל מה שקורה בעולם מראה שאכן המשיח נמצא ופועל בהסתר כדברי גדולי ישראל
343	רמזים על קשר בין הבעל התניא לבחירת טראמפ שיעור לי”ט כסליו
342	ההתגרות של טראמפ בסינים סוד מלחמת פילים שקשורה לחנוכה
341	סוף שלטון אובמה בפרשיות שמדברות על חיבור שור וחמור והקשר לחנוכה
340	י”ד כסליו אותיות כסו”י יל”ד, וענין מגדל עדר
339	המלחמות בעיראק לפני הגאולה והמקומות שנקנו בכסף בארץ ישראל על ידי האבות שיעור י”ט כסליו תשע”ז בביתר עילית בענין הקשר בין בעל התניא לבחירת טראמפ.mp4
338	ההתגרות של טראמפ בסינים והמשך השיעור הקודם
337	סוד מצות נטילת ידים והקשר לגאולה
336	תולדות יצחק בן אברהם, והסוד של “ציד בפיו”
335	על השריפות בארץ ישראל ופרשת תולדות
334	שיעור ראש חודש כסליו בקבר דוד המלך חיבור פיזיקה ותורה ועוד
333	על השריפות בארץ ישראל ועל האפשרות שמלחמת גוג ומגוג תפרוץ בחנוכה (האזנה אינה זמינה כרגע)
332	מסורת מהר”ש אוסטרופולי זצ”ל שהרוסים יעברו בדרדנלים לכבוש את א”י לפני ביאת המשיח (האזנה אינה זמינה כרגע)
331	מדוע אברהם אמר “ואנכי עפר ואפר” במספר 45 ומדוע רוסיה בגימטריא אפר ואמריקא בגימטריא עפר (האזנה אינה זמינה כרגע)
330	המשך השיעור הקודם וסוד המספר 318 וסוד כניסת חנוך חי לגן עדן (האזנה אינה זמינה כרגע)
329	הקשר בין בחירת טראמפ להתפוררות ברית המועצות בשנת תשנ”א (האזנה אינה זמינה כרגע)
328	המשך השיעור על בחירת טראמפ ושרש דוד המלך (האזנה אינה זמינה כרגע)
327	שיעור מיוחד בעקבות בחירתו של דולנד טראמפ
326	הבחירות בארה”ב ביום ז’ מרחשון תשע”ז ועניני טל ומטר (האזנה אינה זמינה כרגע)
325	השתלשלות צורת הדולר כמו טעם זרקא עם קו שמבטל אותו (האזנה אינה זמינה כרגע)
324	בענין הערב רב וגזרות הגיוס והאקדמיה ועוד (האזנה אינה זמינה כרגע)
323	שיעור ראש חודש חשון בקבר דוד המלך סוד הדובדבן והאבטיח
322	המשך השיעור הקודם וענין יש”ו גלגול המקלל (האזנה אינה זמינה כרגע)
321	להתכונן למלחמת גוג ומגוג וקשר בין עננים למלאכים (האזנה אינה זמינה כרגע)
320	אותיות הוי”ה שנוספו לאברהם יעקב יוסף ודוד (האזנה אינה זמינה כרגע)
319	שיעור ליום הושענא רבה תשע”ז (האזנה אינה זמינה כרגע)
318	הקשר בין נענועי הלולב לצמח הנענע והמנטה, והקשר בין קוקוס ללולב (האזנה אינה זמינה כרגע)
317	הקשר בין אפללו אשתו של דן לצללפוני אמו של שמשון (האזנה אינה זמינה כרגע)
316	בענין דברי החפץ חיים על מלחמת עולם שלישית (האזנה אינה זמינה כרגע)
315	הקשר בין אתרוג לביצה (האזנה אינה זמינה כרגע)
314	התחדשות המלחמה של ארה”ב בתימן בערב סוכות תשע”ז
313	שיעור למוצאי יום כיפור תשע”ז (האזנה אינה זמינה כרגע)
312	שיעור לערב יום כיפור תשע”ז (האזנה אינה זמינה כרגע)
311	מוצאי יום כיפור מסוגל לגאולה והמשך השיעור הקודם
310	סוד האותיות ש”ל שבשמואל ושאול (האזנה אינה זמינה כרגע)
309	צדקה היא בחינת 90 דקות צ’ דקה (האזנה אינה זמינה כרגע)
308	שיעור לערב ראש השנה תשע”ז (האזנה אינה זמינה כרגע)
307	הקשר בין מות פרס לסיום ה70 שנים של מדינת ישראל – שיעור חזק (האזנה אינה זמינה כרגע)
306	המשך הענין של אותו האיש (האזנה אינה זמינה כרגע)
305	צופן מבהיל שהתגלה על שנת תשע”ו וענין התגים שמסמלים את תורת הרמז (האזנה אינה זמינה כרגע)
304	דברי גדולי ישראל שעם ישראל צריכים רחמים בשנת תשע”ז יותר משאר שנים והמשך הענין של אותו האיש (האזנה אינה זמינה כרגע)
303	הסוד של פטירת הבעש”ט בגלל הפגם של ש”ץ שר”י (האזנה אינה זמינה כרגע)
302	איך יתכן שגוג יבוא למלחמה נגד ה’ ונגד משיחו (האזנה אינה זמינה כרגע)
301	הקשר בין זריזות לשנת תשע”ו (האזנה אינה זמינה כרגע)
300	המשך השיעור הקודם (האזנה אינה זמינה כרגע)
299	המשך השיעור הקודם (האזנה אינה זמינה כרגע)
298	המשך השיעור הקודם (האזנה אינה זמינה כרגע)
297	המשך השיעור הקודם ושיעור ראש חודש אלול בקבר דוד המלך
296	המשך השיעור הקודם (האזנה אינה זמינה כרגע)
295	המשך השיעור הקודם (האזנה אינה זמינה כרגע)
294	המשך השיעור הקודם (האזנה אינה זמינה כרגע)
293	הסוד של שנת 3760 לבריאת העולם שבה נולד רבי עקיבא ובלעומת זה נולד אותו האיש (האזנה אינה זמינה כרגע)
292	סוד העקבתא דמשיחא שקשור ליעקב ש”בבטן עקב את אחיו” (האזנה אינה זמינה כרגע)
291	תאריכי גאולה לקראת סוף שנת תשע”ו ומה הלאה (האזנה אינה זמינה כרגע)
290	הקשר בין מפלי הניאגרה למלחמת גוג ומגוג (האזנה אינה זמינה כרגע)
289	על תורת הרמז נאמר “ומלאה הארץ דעה את ה’ (האזנה אינה זמינה כרגע)
288	עוד רמזים על פטירת הגר”א פינקל זצ”ל והגר”מ חדש זצ”ל (האזנה אינה זמינה כרגע)
287	דברים בליל תשעה באב תשע”ו
286	משמעות דבריו של הגר”א פינקל זצ”ל לפני פטירתו שלא תהיה עוד מלחמה (האזנה אינה זמינה כרגע)
285	פטירתו של הגאון רבי אריה פינקל זצ”ל (האזנה אינה זמינה כרגע)
284	הילולת האריז”ל ועוד על שנת תשפ”ו שמסוגלת לבית המקדש השלישי (האזנה אינה זמינה כרגע)
283	המשך השיעור הקודם (האזנה אינה זמינה כרגע)
282	שלש טעויות שיטעה השר של אדום בזמן הגאולה (האזנה אינה זמינה כרגע)
281	רמזים של הוצאת מספר ממספר (האזנה אינה זמינה כרגע)
280	המפה של ארץ ישראל היא בצורת ראש (האזנה אינה זמינה כרגע)
279	רמזים במשניות על שנת תשע”ו (האזנה אינה זמינה כרגע)
278	המשך השיעור הקודם (האזנה אינה זמינה כרגע)
277	הסוד של קבורת משה בתורת הרמז (האזנה אינה זמינה כרגע)
276	דברי האדמו”ר מרימנוב שליט”א בענין סכנת האינטרנט ודרכי המלחמה (האזנה אינה זמינה כרגע)
275	דברי האדמו”ר מרימנוב שליט”א וענין עשרה הרוגי מלכות (האזנה אינה זמינה כרגע)
274	הילולת ה’אור החיים הקדוש’ תשע”ו (האזנה אינה זמינה כרגע)
273	הגאולה בבחינת זיווג שני יוסיף שנית לקדשה (האזנה אינה זמינה כרגע)
272	המשך השיעור הקודם (האזנה אינה זמינה כרגע)
271	הפיגוע בצרפת בערב שבת חוקת כנגד שריפת התלמוד שהיתה באותו יום ועניני פרשת בלק (האזנה אינה זמינה כרגע)
270	רמז על קץ תשע”ו בפסוק “עד מה אשור תשבך” (האזנה אינה זמינה כרגע)
269	צפייה לישועה בתמוז תשע”ו והקשר של בלעם לגוג (האזנה אינה זמינה כרגע)
268	מדוע ברית מילה יותר חשוב משבת ותפילין (האזנה אינה זמינה כרגע)
267	לפני ביאת המשיח יתוקן נשמתו של אותו האיש (האזנה אינה זמינה כרגע)
266	האומר דבר בשם אומרו מביא גאולה וסוד האשפה (האזנה אינה זמינה כרגע)
265	מדוע המשיח נמשל מטה, והסוד של פרח מטה אהרן (האזנה אינה זמינה כרגע)
264	הקשר בין קרח לחמורו של משיח (האזנה אינה זמינה כרגע)
263	מחלוקת קרח ועדתו (האזנה אינה זמינה כרגע)
262	מדוע הביאו המרגלים אשכול ענבים תאנה ורימון ולא הביאו זית ותמר (האזנה אינה זמינה כרגע)
261	המשך השיעור הקודם בענין התכלת
260	האם ללבוש תכלת היום והקשר לגאולה (האזנה אינה זמינה כרגע)
259	הסתירה בין יתמהמה ל”בא יבא לא יאחר” והמשך שיעורים קודמים (האזנה אינה זמינה כרגע)
258	הקשר בין המרגלים שמה שלח, למרגלים שיהושע שלח, ולמכירת יוסף (האזנה אינה זמינה כרגע)
257	רמזים על הגר”ח מוואלז’ין זצ”ל (האזנה אינה זמינה כרגע)
256	ההסבר בתורה תבלין ליצר, ורמזים על בועז ושמשון (האזנה אינה זמינה כרגע)
255	סוד הכרובים שנקראים צעצועים ופרשת ויהי בנסוע עם הנוני”ן ההפוכין (האזנה אינה זמינה כרגע)
254	רמזים על גאולה בחודשים סיון תמוז תשע”ו (האזנה אינה זמינה כרגע)
253	עוד רמזים על הבעש”ט ועניני חג השבועות (האזנה אינה זמינה כרגע)
252	רמזים על הבעש”ט וגדולי החסידות (האזנה אינה זמינה כרגע)
251	הקשר בין קטיעא בר שלום לו’ דשלום קטיעא והו’ של אליהו שיעקב לקח ממנו (האזנה אינה זמינה כרגע)
250	שורש תור ותורה ,וירק הפלפלין שקשור לפלפול בתורה (האזנה אינה זמינה כרגע)
249	רמזי גאולה בשנים שנאמרו עליהם קיצים מגדולי ישראל בעבר (האזנה אינה זמינה כרגע)
248	רמזי גאולה לחג השבועות תשע”ו (האזנה אינה זמינה כרגע)
247	האם יש סכנה לעוד שואה ח”ו (האזנה אינה זמינה כרגע)
246	סוד האחדות שאלו ואלו דברי אלהים חיים (האזנה אינה זמינה כרגע)
245	שם אלהים שנמתק בל”ג בעומר (האזנה אינה זמינה כרגע)
244	האחדות שמתגלית במירון ומדוע ההדלקות מתחילות עם בויאן ומסתימות עם תולדות אהרן (האזנה אינה זמינה כרגע)
243	ל”ג בעומר תשע”ו (האזנה אינה זמינה כרגע)
242	הקשר בין הילולת רשב”י להילולת רבי מאיר בעל הנס, וענין צפייה לישועה (האזנה אינה זמינה כרגע)
241	הקשר בין פסח שני לגאולה העתידה (האזנה אינה זמינה כרגע)
240	רמזים בפרשת בהר וסוד הצדקה (האזנה אינה זמינה כרגע)
239	סוד הסוכה והסכך שמוזגין יין במים (האזנה אינה זמינה כרגע)
238	דברי בעל הסולם על מדינת ישראל ועוד על הקשר בין המנורה לכתר של דוד המלך (האזנה אינה זמינה כרגע)
235	המשך השיעור הקודם (האזנה אינה זמינה כרגע)
234	הקשר בין הקצים שהוחמצו בתש”ח ובתשכ”ז לקץ תשע”ו (האזנה אינה זמינה כרגע) שיעור וידאו בקבר דוד המלך ראש חודש אייר
231	מוצאי חג הפסח תשע”ו (האזנה אינה זמינה כרגע)
230	הסוד של מסירות נפש שהמשיך את קריעת ים סוף (האזנה אינה זמינה כרגע)
229	דברי הש”ך ששבט לוי לא לקחו מהרכוש גדול וביזת הים ביציאת מצרים
228	סוד החמץ על פי המדע
227	הגר”מ שטרנבוך שליט”א ראה בהושענא רבה אסון שצפוי בחודש אייר הקרוב וגם על עניני קרבן פסח (האזנה אינה זמינה כרגע)
226	מדוע שבט לוי לא נשתעבדו במצרים (האזנה אינה זמינה כרגע)
225	עוד בענין הפיזיקה כמשל לתורה, ובענין טהרת הצרעת של משיח (האזנה אינה זמינה כרגע)
224	חשיבות נקיון הלכלוך בערב פסח (האזנה אינה זמינה כרגע)
223	מתי תתפשט קדושת ארץ ישראל לכל העולם, ורמזים בפרשת מצורע (האזנה אינה זמינה כרגע)
221	המשך השיעור הקודם (האזנה אינה זמינה כרגע)
220	המספר הפלאי 137 שהתגלה בחכמת הפיזיקה (האזנה אינה זמינה כרגע)
219	מעצרו של הגאון הצדיק רבי אליעזר ברלנד שליט”א (האזנה אינה זמינה כרגע)
218	-סוד האות ל’ וכמה ענינים של השתלשלות בגשמיות (האזנה אינה זמינה כרגע)
217	המשך השיעור הקודם (האזנה אינה זמינה כרגע)
